rank,candidate_type,candidate_id,candidate_name,primary_date_or_window,score,confidence_level,plain_english_summary,supporting_evidence,limitations,next_check,source_report
64,high_energy_fireball_window,HEF_0153,HEF_0153,2022-12-29 to 2023-01-12,83.45,high relative priority,HEF_0153 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 4 high-energy fireballs; total energy 0.69 kt. Score: 83.45.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
65,close_approach_window,CAW_0050,CAW_0050,2002-12-11 to 2002-12-25,83.427,high relative priority,CAW_0050 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.000786724919 au. Score: 83.427.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
66,high_energy_fireball_window,HEF_0079,HEF_0079,2017-10-04 to 2017-10-18,83.25,high relative priority,HEF_0079 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 4 high-energy fireballs; total energy 0.65 kt. Score: 83.25.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
67,high_energy_fireball_window,HEF_0110,HEF_0110,2019-11-28 to 2019-12-12,82.85,high relative priority,HEF_0110 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 4 high-energy fireballs; total energy 0.57 kt. Score: 82.85.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
68,close_approach_window,CAW_0033,CAW_0033,2001-12-15 to 2001-12-29,82.18,high relative priority,CAW_0033 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 4 close approaches; closest distance 0.008910132689 au. Score: 82.18.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
69,close_approach_window,CAW_0090,CAW_0090,2005-01-03 to 2005-01-17,81.489,high relative priority,CAW_0090 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.001755327691 au. Score: 81.489.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
70,close_approach_window,CAW_0005,CAW_0005,2000-03-19 to 2000-04-02,81.409,high relative priority,CAW_0005 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.001795695641 au. Score: 81.409.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
71,high_energy_fireball_window,HEF_0047,HEF_0047,2015-09-02 to 2015-09-16,81.2,high relative priority,HEF_0047 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 4.24 kt. Score: 81.2.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
72,high_energy_fireball_window,HEF_0072,HEF_0072,2017-03-08 to 2017-03-22,81.1,high relative priority,HEF_0072 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 4.22 kt. Score: 81.1.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
73,close_approach_window,CAW_0085,CAW_0085,2004-10-13 to 2004-10-27,81.036,high relative priority,CAW_0085 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.001981829562 au. Score: 81.036.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
74,close_approach_window,CAW_0018,CAW_0018,2001-01-05 to 2001-01-19,80.907,high relative priority,CAW_0018 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.002046659868 au. Score: 80.907.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
75,close_approach_window,CAW_0015,CAW_0015,2000-10-31 to 2000-11-14,78.81,medium relative priority,CAW_0015 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 4 close approaches; closest distance 0.010594839269 au. Score: 78.81.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
76,close_approach_window,CAW_0037,CAW_0037,2002-02-24 to 2002-03-10,78.78,medium relative priority,CAW_0037 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.003110084654 au. Score: 78.78.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
77,high_energy_fireball_window,HEF_0027,HEF_0027,2014-05-08 to 2014-05-22,78.6,medium relative priority,HEF_0027 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 3.72 kt. Score: 78.6.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
78,close_approach_window,CAW_0057,CAW_0057,2003-05-28 to 2003-06-11,78.38,medium relative priority,CAW_0057 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.003309810832 au. Score: 78.38.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
79,close_approach_window,CAW_0078,CAW_0078,2004-06-12 to 2004-06-26,77.435,medium relative priority,CAW_0078 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.003782676784 au. Score: 77.435.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
80,close_approach_window,CAW_0016,CAW_0016,2000-12-01 to 2000-12-15,77.003,medium relative priority,CAW_0016 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 4 close approaches; closest distance 0.011498539188 au. Score: 77.003.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
81,close_approach_window,CAW_0025,CAW_0025,2001-06-16 to 2001-06-30,76.909,medium relative priority,CAW_0025 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 4 close approaches; closest distance 0.011545593511 au. Score: 76.909.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
82,repeating_close_approach_object,54509, 54509 YORP (2000 PH5),2000-Jul-26 05:32 to 2004-Jul-25 10:16,76.868,medium relative priority, 54509 YORP (2000 PH5) appears multiple times in the close-approach dataset.,Pattern source: repeating_close_approach_objects.csv. Reason: 5 close approaches; minimum distance 0.011573118993 au. Score: 76.868.,Repeat appearance does not imply impact risk; it may simply mean a well-tracked object with a known Earth-crossing orbit.,"Look up the object in the JPL Small-Body Database and compare MOID, orbit class, diameter, and Sentry status.",repeating_close_approach_objects.csv
83,high_energy_fireball_window,HEF_0160,HEF_0160,2023-05-16 to 2023-05-30,76.05,medium relative priority,HEF_0160 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 7.21 kt. Score: 76.05.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
84,high_energy_fireball_window,HEF_0010,HEF_0010,2013-01-12 to 2013-01-26,75.3,medium relative priority,HEF_0010 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 7.06 kt. Score: 75.3.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
85,close_approach_window,CAW_0032,CAW_0032,2001-11-29 to 2001-12-13,75.283,medium relative priority,CAW_0032 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.004858304987 au. Score: 75.283.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
86,close_approach_window,CAW_0034,CAW_0034,2002-01-07 to 2002-01-21,73.875,medium relative priority,CAW_0034 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.005562545309 au. Score: 73.875.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
87,high_energy_fireball_window,HEF_0158,HEF_0158,2023-04-06 to 2023-04-20,73.6,medium relative priority,HEF_0158 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 6.72 kt. Score: 73.6.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
88,repeating_close_approach_object,2003 YN107,       (2003 YN107),2000-Jun-25 23:36 to 2004-Dec-27 09:45,72.269,medium relative priority,       (2003 YN107) appears multiple times in the close-approach dataset.,Pattern source: repeating_close_approach_objects.csv. Reason: 6 close approaches; minimum distance 0.014844189405 au. Score: 72.269.,Repeat appearance does not imply impact risk; it may simply mean a well-tracked object with a known Earth-crossing orbit.,"Look up the object in the JPL Small-Body Database and compare MOID, orbit class, diameter, and Sentry status.",repeating_close_approach_objects.csv
89,high_energy_fireball_window,HEF_0058,HEF_0058,2016-04-10 to 2016-04-24,72.15,medium relative priority,HEF_0058 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 2.43 kt. Score: 72.15.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
90,close_approach_window,CAW_0035,CAW_0035,2002-01-23 to 2002-02-06,71.964,medium relative priority,CAW_0035 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.006517858201 au. Score: 71.964.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
91,high_energy_fireball_window,HEF_0091,HEF_0091,2018-07-17 to 2018-07-31,71.3,medium relative priority,HEF_0091 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 2.26 kt. Score: 71.3.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
92,high_energy_fireball_window,HEF_0147,HEF_0147,2022-06-30 to 2022-07-14,70.95,medium relative priority,HEF_0147 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 2.19 kt. Score: 70.95.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
93,high_energy_fireball_window,HEF_0104,HEF_0104,2019-06-22 to 2019-07-06,70.55,medium relative priority,HEF_0104 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 2 high-energy fireballs; total energy 6.11 kt. Score: 70.55.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
94,high_energy_fireball_window,HEF_0075,HEF_0075,2017-06-20 to 2017-07-04,69.5,medium relative priority,HEF_0075 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 1.9 kt. Score: 69.5.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
95,high_energy_fireball_window,HEF_0060,HEF_0060,2016-05-29 to 2016-06-12,69.2,medium relative priority,HEF_0060 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 1.84 kt. Score: 69.2.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
96,high_energy_fireball_window,HEF_0096,HEF_0096,2018-11-15 to 2018-11-29,68.8,medium relative priority,HEF_0096 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 1.76 kt. Score: 68.8.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
97,close_approach_window,CAW_0042,CAW_0042,2002-06-14 to 2002-06-28,68.396,medium relative priority,CAW_0042 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 2 close approaches; closest distance 0.000802053264 au. Score: 68.396.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
98,high_energy_fireball_window,HEF_0084,HEF_0084,2018-02-01 to 2018-02-15,67.8,medium relative priority,HEF_0084 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 1.56 kt. Score: 67.8.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
99,high_energy_fireball_window,HEF_0086,HEF_0086,2018-04-07 to 2018-04-21,67.75,medium relative priority,HEF_0086 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 1.55 kt. Score: 67.75.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
100,high_energy_fireball_window,HEF_0059,HEF_0059,2016-05-13 to 2016-05-27,67.55,medium relative priority,HEF_0059 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 1.51 kt. Score: 67.55.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
101,high_energy_fireball_window,HEF_0056,HEF_0056,2016-02-21 to 2016-03-06,66.4,medium relative priority,HEF_0056 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 1.28 kt. Score: 66.4.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
102,high_energy_fireball_window,HEF_0050,HEF_0050,2015-10-30 to 2015-11-13,66.0,medium relative priority,HEF_0050 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 1.2 kt. Score: 66.0.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
103,close_approach_window,CAW_0069,CAW_0069,2004-01-18 to 2004-02-01,65.223,medium relative priority,CAW_0069 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.009888277668 au. Score: 65.223.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
104,high_energy_fireball_window,HEF_0195,HEF_0195,2025-09-08 to 2025-09-22,65.2,medium relative priority,HEF_0195 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 1.04 kt. Score: 65.2.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
105,high_energy_fireball_window,HEF_0192,HEF_0192,2025-06-21 to 2025-07-05,64.85,medium relative priority,HEF_0192 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 0.97 kt. Score: 64.85.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
106,high_energy_fireball_window,HEF_0039,HEF_0039,2015-02-17 to 2015-03-03,64.3,medium relative priority,HEF_0039 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 0.86 kt. Score: 64.3.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
107,high_energy_fireball_window,HEF_0068,HEF_0068,2016-11-24 to 2016-12-08,64.3,medium relative priority,HEF_0068 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 0.86 kt. Score: 64.3.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
108,high_energy_fireball_window,HEF_0040,HEF_0040,2015-03-04 to 2015-03-18,63.85,medium relative priority,HEF_0040 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 0.77 kt. Score: 63.85.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
109,close_approach_window,CAW_0044,CAW_0044,2002-08-03 to 2002-08-17,63.839,medium relative priority,CAW_0044 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.010580661114 au. Score: 63.839.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
110,close_approach_window,CAW_0036,CAW_0036,2002-02-08 to 2002-02-22,63.627,medium relative priority,CAW_0036 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 2 close approaches; closest distance 0.003186360533 au. Score: 63.627.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
111,close_approach_window,CAW_0028,CAW_0028,2001-09-09 to 2001-09-23,63.522,medium relative priority,CAW_0028 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 2 close approaches; closest distance 0.003239080681 au. Score: 63.522.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
112,high_energy_fireball_window,HEF_0175,HEF_0175,2024-05-24 to 2024-06-07,63.45,medium relative priority,HEF_0175 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 0.69 kt. Score: 63.45.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
113,close_approach_window,CAW_0008,CAW_0008,2000-05-28 to 2000-06-11,63.366,medium relative priority,CAW_0008 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 2 close approaches; closest distance 0.003316926619 au. Score: 63.366.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
114,close_approach_window,CAW_0023,CAW_0023,2001-04-27 to 2001-05-11,63.18,medium relative priority,CAW_0023 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.010910106263 au. Score: 63.18.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
115,high_energy_fireball_window,HEF_0201,HEF_0201,2026-04-29 to 2026-05-13,62.75,medium relative priority,HEF_0201 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 0.55 kt. Score: 62.75.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
116,close_approach_window,CAW_0021,CAW_0021,2001-03-23 to 2001-04-06,62.677,medium relative priority,CAW_0021 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.011161607206 au. Score: 62.677.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
117,high_energy_fireball_window,HEF_0033,HEF_0033,2014-10-06 to 2014-10-20,62.5,medium relative priority,HEF_0033 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 0.5 kt. Score: 62.5.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
118,high_energy_fireball_window,HEF_0151,HEF_0151,2022-11-08 to 2022-11-22,62.5,medium relative priority,HEF_0151 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 0.5 kt. Score: 62.5.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
119,high_energy_fireball_window,HEF_0135,HEF_0135,2021-10-20 to 2021-11-03,62.3,medium relative priority,HEF_0135 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 0.46 kt. Score: 62.3.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
120,high_energy_fireball_window,HEF_0113,HEF_0113,2020-01-21 to 2020-02-04,62.05,medium relative priority,HEF_0113 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 0.41 kt. Score: 62.05.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
121,high_energy_fireball_window,HEF_0049,HEF_0049,2015-10-04 to 2015-10-18,61.9,medium relative priority,HEF_0049 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 0.38 kt. Score: 61.9.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
122,repeating_close_approach_object,2022 YG,       (2022 YG),2001-Jul-17 14:36 to 2004-Jul-17 07:15,61.852,medium relative priority,       (2022 YG) appears multiple times in the close-approach dataset.,Pattern source: repeating_close_approach_objects.csv. Reason: 4 close approaches; minimum distance 0.018295035852 au. Score: 61.852.,Repeat appearance does not imply impact risk; it may simply mean a well-tracked object with a known Earth-crossing orbit.,"Look up the object in the JPL Small-Body Database and compare MOID, orbit class, diameter, and Sentry status.",repeating_close_approach_objects.csv
123,close_approach_window,CAW_0043,CAW_0043,2002-07-11 to 2002-07-25,61.852,medium relative priority,CAW_0043 groups multiple close approaches into a short time window.,Pattern source: close_approach_windows.csv. Reason: 3 close approaches; closest distance 0.01157412932 au. Score: 61.852.,Close-approach clustering can occur because the query covers known catalog objects and detection timing is not uniform.,"Check whether grouped objects share orbital elements, parent families, meteor streams, or discovery/observational bias.",close_approach_windows.csv
124,high_energy_fireball_window,HEF_0087,HEF_0087,2018-04-21 to 2018-05-05,61.85,medium relative priority,HEF_0087 groups high-energy fireballs into a short time window.,Pattern source: high_energy_fireball_windows.csv. Reason: 3 high-energy fireballs; total energy 0.37 kt. Score: 61.85.,A high-energy window can be dominated by one large bolide and does not automatically prove a debris stream.,"Check whether the dates line up with known meteor showers, Taurid activity, Perseids, Geminids, Leonids, or sporadic fireball seasonality.",high_energy_fireball_windows.csv
